Track Name,Artist(s),Album,Release Date,Track URI,Round Name
Slow Jamz,"Twista, Kanye West, Jamie Foxx",The College Dropout,2004-02-10,spotify:track:3A4cpTBPaIQdtPFb5JxtaX,10 Years Later
Last Nite,The Strokes,Is This It,2001-07-30,spotify:track:3SUusuA9jH1v6PVwtYMbdv,10 Years Later
Can't Stop,Red Hot Chili Peppers,By the Way (Deluxe Edition),2002-07-09,spotify:track:3ZOEytgrvLwQaqXreDs2Jx,10 Years Later
Accidentally In Love,Counting Crows,Accidentally In Love,2004-04-27,spotify:track:4ccM2xBxicGigjLqt6A0YY,10 Years Later
Boombastic,Shaggy,Boombastic,1995-07-11,spotify:track:4fxF8ljwryMZX5c9EKrLFE,10 Years Later
Every Night I Die at Miyagis,Ariel Pink,House Arrest,2005-08-15,spotify:track:4oquPzH1VQZ0bfC9cQqvlj,10 Years Later
Pon de Replay,Rihanna,Music Of The Sun,2005-08-29,spotify:track:4TsmezEQVSZNNPv5RJ65Ov,10 Years Later
Somebody That I Used To Know,"Gotye, Kimbra",Making Mirrors,2011-01-01,spotify:track:4wCmqSrbyCgxEXROQE6vtV,10 Years Later
Nothin' on You (feat. Bruno Mars),"B.o.B, Bruno Mars",B.o.B Presents: The Adventures of Bobby Ray,2010-04-27,spotify:track:59dLtGBS26x7kc0rHbaPrq,10 Years Later
Turn the Beat Around,Gloria Estefan,"Hold Me, Thrill Me, Kiss Me",1994-10-14,spotify:track:5EExhZiAXIqw6M5FFGAiUb,10 Years Later
Judith,A Perfect Circle,Mer De Noms,2000-01-01,spotify:track:5KDNFlHAdDJ84fhK27c35X,10 Years Later
Just A Girl,No Doubt,Tragic Kingdom,1995-10-10,spotify:track:5lWRaa0fBxDE5yU91npPq7,10 Years Later
I Try,Macy Gray,On How Life Is,1999-07-03,spotify:track:5TAf4lnZCZTLlZHNZMLFLi,10 Years Later
Hypnotize,The Notorious B.I.G.,Class of 1997,2020-07-03,spotify:track:5wLvXRcwv2pvQsuRjt9piO,10 Years Later
I'll Be There For You/You're All I Need To Get By - Puff Daddy Mix,"Method Man, Mary J. Blige",Tical (Deluxe Edition),2014-09-16,spotify:track:6C3yPXYG2NJYlIYVe5J7hv,10 Years Later
Nightswimming,R.E.M.,Automatic For The People,1992-10-05,spotify:track:6G0NzOx2jEPFsSmhr9N8Ys,10 Years Later
Handlebars,Flobots,Fight With Tools,2008-01-01,spotify:track:6JH9yWhgbm0y9iAJhCslNc,10 Years Later
Straight Outta Compton,N.W.A.,Straight Outta Compton,1988-08-08,spotify:track:6KIKRz9eSTXdNsGUnomdtW,10 Years Later
Dragula,Rob Zombie,Hellbilly Deluxe,1998-01-01,spotify:track:6Nm8h73ycDG2saCnZV8poF,10 Years Later
Misery Business,Paramore,Riot!,2007-06-11,spotify:track:6SpLc7EXZIPpy0sVko0aoU,10 Years Later
Aicha,Khaled,Rai,2013-07-23,spotify:track:75RPg4d3v0Tjh4qklTieTe,10 Years Later
Back In Black,AC/DC,Back In Black,1980-07-25,spotify:track:08mG3Y1vljYA6bvDt4Wqkj,Rainbow Road
Behind Blue Eyes,The Who,Who's Next (Deluxe Edition),1971-08-14,spotify:track:0cKk8BKEi7zXbdrYdyqBP5,Rainbow Road
Buckingham Green,Ween,The Mollusk,1997-04-18,spotify:track:0IGV3sRIl91200R1kW3rGo,Rainbow Road
Bleu comme toi - Single Edit,Étienne Daho,Bleu Comme Toi,1988,spotify:track:0RX7zew3vhJLHJKK9LBcAd,Rainbow Road
Pink,Aerosmith,Nine Lives,1997-03-18,spotify:track:0Xl2pAlIRE6ANULPdEI7fx,Rainbow Road
Lavender Bones,Stand Atlantic,Skinny Dipping,2018-10-26,spotify:track:11RX9JI2RFo70n5XH8U3Mk,Rainbow Road
Green Light Set,"Ross Ainslie, Brighde Chaimbeul, Steven Byrnes",Las,2022-09-02,spotify:track:19nBKn6nM9Fg5ESVr2kwFK,Rainbow Road
Yellow Submarine,The Beatles,Yellow Submarine Songtrack,2014-01-01,spotify:track:1tdltVUBkiBCW1C3yB4zyD,Rainbow Road
Colors,Halsey,BADLANDS,2015-08-28,spotify:track:1TnUURhehaoMWKAqQtirm6,Rainbow Road
La vie en rose - Single Version,Louis Armstrong,The Best Of The Decca Years Volume One: The Singer,1989-01-01,spotify:track:1UH4viviUjZnS9aWgPGrk0,Rainbow Road
Same Old Blues,Phantogram,Three,2016-10-07,spotify:track:28iw1FqJf6Vnfl2Fcu9rBh,Rainbow Road
Gold,Chet Faker,Built On Glass,2014-04-11,spotify:track:2JX3RLKYWC5qX6ts2mM79s,Rainbow Road
Mr. Blue Sky,Electric Light Orchestra,Out of the Blue,1977,spotify:track:2RlgNHKcydI9sayD2Df2xp,Rainbow Road
Dark Blue,Jack's Mannequin,Everything In Transit (Non-PA Release),2005-08-23,spotify:track:2XFOuxF5xUZ00RaVfaIdw2,Rainbow Road
Brown Sugar,The Rolling Stones,Hot Rocks (1964-1971),1971-12-20,spotify:track:34K7nU8EWQIRI93RfqhdRJ,Rainbow Road
Old Yellow Bricks,Arctic Monkeys,Favourite Worst Nightmare (Standard Version),2007-04-24,spotify:track:3BcQFPRZuuUClWStz29WjN,Rainbow Road
Violet City,Mansionair,Shadowboxer,2019-03-01,spotify:track:3EMovq7Gu8VH9Z86wEVVHn,Rainbow Road
Start Wearing Purple,Gogol Bordello,Gypsy Punks: Underdog World Strike,2005-08-23,spotify:track:3q2e5D6NGrfh9Mx7WlrnHq,Rainbow Road
Pink + White,Frank Ocean,Blonde,2016-08-20,spotify:track:3xKsf9qdS1CyvXSMEid6g8,Rainbow Road
Indigo,Katherine Priddy,The Eternal Rocks Beneath,2021-06-25,spotify:track:4dEShdbZOn5qXWXQbUyGh9,Rainbow Road
Tes yeux noirs,Indochine,Le Birthday album,1991-10-28,spotify:track:4J5yTPqkuu1IcTVe2ES6a1,Rainbow Road
White Noise,"Disclosure, AlunaGeorge",Settle (Deluxe),2013-06-03,spotify:track:4PPiV0xlKze0D4G93UWLji,Rainbow Road
Purple Yellow Red and Blue,Portugal. The Man,Evil Friends,2013-05-31,spotify:track:4WMuY659P2MKnoW40oGXe8,Rainbow Road
Colors,"Black Pumas, Hypnotic Brass Ensemble",Black Pumas (Expanded Deluxe Edition),2021-03-10,spotify:track:5MRB560kWM0Zr9evG1YQ4t,Rainbow Road
"Paint It, Black",The Rolling Stones,Aftermath,1966-04-15,spotify:track:63T7DJ1AFDD6Bn8VzG6JE8,Rainbow Road
Red Water Dreams,Aviators,Godhunter,2019-01-25,spotify:track:6Fx4D3awkM89pjbsTUgLKF,Rainbow Road
Colours,GROUPLOVE,Never Trust a Happy Song,2011-09-02,spotify:track:6gSKswfcoWvaadqvuMF3Y7,Rainbow Road
Blue Monday,New Order,Substance,1987-08-17,spotify:track:6hHc7Pks7wtBIW8Z6A0iFq,Rainbow Road
Green Honda,BENEE,Green Honda,2023-02-08,spotify:track:6YufjjSqUweXdQHduL76zr,Rainbow Road
Black Sheep,Metric,Black Sheep,2010-08-10,spotify:track:72hSmnleYTiiOo23q8ZJIS,Rainbow Road
Red,King Crimson,Red (Expanded & Remastered Original Album Mix),1974-10-01,spotify:track:7DV0TzeNMylo6rlkrYXDiP,Rainbow Road
White Tee,Dem Franchize Boyz,Dem Franchize Boyz,2004-01-01,spotify:track:7xl8xYOCSc6Ukg6YFwi2zx,Rainbow Road
"Dance, Dance",Fall Out Boy,From Under The Cork Tree,2005-05-03,spotify:track:0a7BloCiNzLDD9qSQHh5m7,Normie Music
Don't Stop Me Now,Queen,Discover More Classic Rock,2020-08-10,spotify:track:0DrDcqWpokMlhKYJSwoT4B,Normie Music
B.Y.O.B.,System Of A Down,Mezmerize,2005-05-17,spotify:track:0EYOdF5FCkgOJJla8DI2Md,Normie Music
Renegades,X Ambassadors,VHS,2015-06-30,spotify:track:0fYVliAYKHuPmECRs1pbRf,Normie Music
King Kunta,Kendrick Lamar,To Pimp A Butterfly,2015-03-16,spotify:track:0N3W5peJUQtI4eyR6GJT5O,Normie Music
Sexy Bitch (feat. Akon),"David Guetta, Akon",One Love (Deluxe),2009-08-21,spotify:track:0uXO2GrNiIb1xHT9LUdxZE,Normie Music
Судно (Борис Рижий),Molchat Doma,Этажи,2018-09-07,spotify:track:1SHB1hp6267UK9bJQUxYvO,Normie Music
Until I Found You (with Em Beihold) - Em Beihold Version,"Stephen Sanchez, Em Beihold",Until I Found You (Em Beihold Version),2022-04-22,spotify:track:1Y3LN4zO1Edc2EluIoSPJN,Normie Music
(It Goes Like) Nanana - Edit,Peggy Gou,(It Goes Like) Nanana [Edit],2023-06-15,spotify:track:23RoR84KodL5HWvUTneQ1w,Normie Music
September,"Earth, Wind & Fire","The Best Of Earth, Wind & Fire Vol. 1",1978-11-23,spotify:track:2grjqo0Frpf2okIBiifQKs,Normie Music
Blue World,Mac Miller,Circles,2020-01-17,spotify:track:2hwOoMtWPtTSSn6WHV7Vp5,Normie Music
Everybody Talks,Neon Trees,Picture Show,2012-01-01,spotify:track:2iUmqdfGZcHIhS3b9E9EWq,Normie Music
Drag Me Down,One Direction,Made In The A.M. (Deluxe Edition),2015-11-13,spotify:track:2K87XMYnUMqLcX3zvtAF4G,Normie Music
All The Small Things,blink-182,Enema Of The State,1999-06-01,spotify:track:2m1hi0nfMR9vdGC8UcrnwU,Normie Music
SICKO MODE,Travis Scott,ASTROWORLD,2018-08-03,spotify:track:2xLMifQCjDGFmkHkpNLD9h,Normie Music
Uptown Funk (feat. Bruno Mars),"Mark Ronson, Bruno Mars",Uptown Special,2015-01-12,spotify:track:32OlwWuMpZ6b0aN2RZOeMS,Normie Music
Control,Halsey,BADLANDS (Deluxe),2015-08-28,spotify:track:3SKzTIl9mW0DadTys9SFo3,Normie Music
Daddy Cool,Boney M.,Take The Heat Off Me,1976,spotify:track:3WMbD1OyfKuwWDWMNbPQ4g,Normie Music
One Last Breath,Creed,Weathered,2001-01-01,spotify:track:42T2QQv3xgBlpQxaSP7lnK,Normie Music
Everybody Wants To Rule The World,Tears For Fears,Songs From The Big Chair (Super Deluxe Edition),1985-02-25,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,Normie Music
Vienna,Billy Joel,The Stranger (Legacy Edition),1977,spotify:track:4U45aEWtQhrm8A5mxPaFZ7,Normie Music
Holiday,Green Day,Greatest Hits: God's Favorite Band,2017-11-17,spotify:track:4VgEM12OeaN3GyBV487Me7,Normie Music
Uprising,Muse,The Resistance,2009-09-10,spotify:track:4VqPOruhp5EdPBeR92t6lQ,Normie Music
Somebody That I Used To Know,"Gotye, Kimbra",Making Mirrors,2011-01-01,spotify:track:4wCmqSrbyCgxEXROQE6vtV,Normie Music
Just A Girl,No Doubt,Tragic Kingdom,1995-10-10,spotify:track:5lWRaa0fBxDE5yU91npPq7,Normie Music
Walking On A Dream,Empire Of The Sun,Walking On A Dream (10th Anniversary Edition),2008-10-03,spotify:track:5r5cp9IpziiIsR6b93vcnQ,Normie Music
MONTERO (Call Me By Your Name),Lil Nas X,MONTERO (Call Me By Your Name),2021-03-31,spotify:track:67BtfxlNbhBmCDR2L2l8qd,Normie Music
Head & Heart (feat. MNEK),"Joel Corry, MNEK",Head & Heart (feat. MNEK),2020-07-03,spotify:track:6cx06DFPPHchuUAcTxznu9,Normie Music
BIRDS OF A FEATHER,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,spotify:track:6dOtVTDdiauQNBQEDOtlAB,Normie Music
Gimme Shelter,The Rolling Stones,Let It Bleed,1969-12-05,spotify:track:6H3kDe7CGoWYBabAeVWGiD,Normie Music
Enjoy the Silence,Depeche Mode,The Singles 86-98,1998-09-28,spotify:track:6WK9dVrRABMkUXFLNlgWFh,Normie Music
Pumped Up Kicks,Foster The People,Torches,2011-05-23,spotify:track:7w87IxuO7BDcJ3YUqCyMTT,Normie Music
T-Shirt Weather,Circa Waves,Young Chasers,2015-03-30,spotify:track:04OvpWVUkeuECIU0x4Maxx,Journey through the seasons: a musical odyssey
It Takes Me Places,"Auri, Johanna Kurkela",II - Those We Don't Speak Of,2021-09-03,spotify:track:0AMWOuuKcXluLuYxnHn95F,Journey through the seasons: a musical odyssey
White Winter Hymnal,Fleet Foxes,Fleet Foxes,2008-06-03,spotify:track:0GegHVxeozw3rdjte45Bfx,Journey through the seasons: a musical odyssey
My Own Summer (Shove It),Deftones,Around the Fur,1997-10-27,spotify:track:1158ckiB5S4cpsdYHDB9IF,Journey through the seasons: a musical odyssey
Cruel Summer,Taylor Swift,Lover,2019-08-23,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Journey through the seasons: a musical odyssey
Winter,Kloudink,Swimming Pool EP,2018-05-19,spotify:track:1c3j8mCPN03WNRTHZUSdJy,Journey through the seasons: a musical odyssey
Hélène,Roch Voisine,Helene,1989-06-02,spotify:track:1CgOx7wQjNc3J4PDWpMKV2,Journey through the seasons: a musical odyssey
Spring Break Anthem,The Lonely Island,The Wack Album,2013-01-01,spotify:track:1DvqZIBqI0A5iElSDwM83Q,Journey through the seasons: a musical odyssey
Bloom - Bonus Track,The Paper Kites,Woodland,2013-03-05,spotify:track:1HMQmOWrkieKYWlFsjUP3D,Journey through the seasons: a musical odyssey
L'horloge tourne,Mickael Miro,Juste Comme Ça,2011,spotify:track:1sphiFFp9zrlSLmpFhywRV,Journey through the seasons: a musical odyssey
Seasons,Chris Cornell,Chris Cornell (Deluxe Edition),2018-11-16,spotify:track:1xRUR651GIJoKbu0dqm0uW,Journey through the seasons: a musical odyssey
Tubthumping,Chumbawamba,Tubthumper,1997-09-01,spotify:track:22HYEJveCvykVDHDiEEmjZ,Journey through the seasons: a musical odyssey
Swimming Pool Blues,Miniature Tigers,Cruel Runnings,2014-06-13,spotify:track:2c74mPAOF6CXZALxaDd3sU,Journey through the seasons: a musical odyssey
Warm Winter,Seth Sentry,Waiter Minute,2008-06-30,spotify:track:2jnPXji32xRUEesAfFQ6mz,Journey through the seasons: a musical odyssey
Airplane,Widespread Panic,Sunday Show (Live),2020-05-01,spotify:track:2RHE378FQsuYYhfCdrRhZz,Journey through the seasons: a musical odyssey
In the Summertime,Thirsty Merc,Thirsty Merc (with Bonus Tracks),2004-08-16,spotify:track:2yIWGeH9w7vwbZE9x9z6va,Journey through the seasons: a musical odyssey
Canadian Railroad Trilogy,Gordon Lightfoot,Best Of,2016-01-01,spotify:track:32CVzgiQJhZnDtKfhPPJcS,Journey through the seasons: a musical odyssey
Wizards in Winter - Instrumental,Trans-Siberian Orchestra,The Lost Christmas Eve,2004-10-12,spotify:track:3dvhNq0P4rNaFqmj21jKF5,Journey through the seasons: a musical odyssey
Our Last Summer,ABBA,Abba Gold Anniversary Edition,2014-01-01,spotify:track:3eD67BNq5t5ri4pOX5AkzH,Journey through the seasons: a musical odyssey
The Rain Song - Remaster,Led Zeppelin,Houses of the Holy (Remaster),1973-03-28,spotify:track:3JLrri1xSCui3bzITDJbkk,Journey through the seasons: a musical odyssey
Come Under the Covers,WALK THE MOON,TALKING IS HARD,2014-12-02,spotify:track:3RBLfzw7SoyiAcOncA37De,Journey through the seasons: a musical odyssey
Wake Me up When September Ends,Green Day,American Idiot,2004-09-21,spotify:track:3ZffCQKLFLUvYM59XKLbVm,Journey through the seasons: a musical odyssey
O Superman,Laurie Anderson,Big Science,1982,spotify:track:421Gp1eSmOIcD6alTWowFR,Journey through the seasons: a musical odyssey
Drifting on a Summer's Night,The Deep Dark Woods,Drifting on a Summer's Night,2017-06-23,spotify:track:46N3W1ccOIFrXSQDXrv1yl,Journey through the seasons: a musical odyssey
Primavera,"Ludovico Einaudi, Robert Ziegler, Royal Philharmonic Orchestra",Divenire (Deluxe Edition),2006-01-01,spotify:track:4BMHp3DkI8VLsuB9Kr0pzu,Journey through the seasons: a musical odyssey
Wait For The Summer,Yeasayer,All Hour Cymbals,2007-10-23,spotify:track:4uavAoa2BB5sPd3LDNmwah,Journey through the seasons: a musical odyssey
Seasons (Waiting on You),Future Islands,Singles,2014-03-24,spotify:track:522YBf6WqBwJVAe7oHLymu,Journey through the seasons: a musical odyssey
7 Years,Lukas Graham,Lukas Graham,2016-04-01,spotify:track:5kqIPrATaCc2LqxVWzQGbk,Journey through the seasons: a musical odyssey
Time of the Season - Mono Version,The Zombies,Odessey and Oracle,1968-04-30,spotify:track:6ub8sQIKHkyYK4KlB9gbxh,Journey through the seasons: a musical odyssey
Summer of '42 - Edit,Kishi Bashi,Summer of '42 (Edit),2019-03-07,spotify:track:754Vk8u2CvWmh5TsjYvVSU,Journey through the seasons: a musical odyssey
