Track Name,Artist(s),Album,Release Date,Track URI,Round Name
Icky Thump,The White Stripes,Icky Thump,2007-06-15,spotify:track:2LMq1O0NiqGhPOlXo3McYQ,Walk up Songs
Jose & Mark,"The Unauthorized Bash Brothers Experience, The Lonely Island",The Unauthorized Bash Brothers Experience,2019-05-23,spotify:track:3e7HpTiU7ZMAr8Jih0nRPp,Walk up Songs
Neutrogena Spektor,Origami Angel,GAMI GANG,2021-04-30,spotify:track:3GcKWwmUxDteNfraOC8A8g,Walk up Songs
Enter Sandman (Remastered),Metallica,Metallica (Remastered),1991-08-12,spotify:track:3VqHuw0wFlIHcIPWkhIbdQ,Walk up Songs
Circus Music,The Hit Crew,Drew's Famous Presents Carnival Games Party Music,2016-01-01,spotify:track:3xkA8ENdlyrjmMWMGXQwGN,Walk up Songs
Crack A Bottle,"Eminem, Dr. Dre, 50 Cent",Relapse: Refill,2009-05-15,spotify:track:4dK00wCxlqWEeN8BoM1BHT,Walk up Songs
Take a Walk,Passion Pit,Gossamer,2012-07-23,spotify:track:4Sfa7hdVkqlM8UW5LsSY3F,Walk up Songs
Narco,"Blasterjaxx, Timmy Trumpet",Narco,2017-11-13,spotify:track:4TuNI3WEMyLQAKRMJmcQdA,Walk up Songs
...To Be Loved,Papa Roach,The Paramour Sessions,2006-01-01,spotify:track:4yUUVfwvxtMecOQ2fI7a7j,Walk up Songs
Ante Up (Robbin Hoodz Theory),M.O.P.,Warriorz,2000-08-29,spotify:track:550JPXXPgjr1xqxtKIaX6b,Walk up Songs
Hero,Weezer,Van Weezer,2021-05-07,spotify:track:5AprQMAX0PtpG923NUgZN6,Walk up Songs
Busy Earnin',Jungle,Jungle,2014-07-15,spotify:track:5TloYFwzd09yWy8xkRLVUu,Walk up Songs
"So Fresh, So Clean",Outkast,Stankonia,2000-10-31,spotify:track:6glsMWIMIxQ4BedzLqGVi4,Walk up Songs
Jump Around,House Of Pain,House of Pain (Fine Malt Lyrics),1992-07-21,spotify:track:6JymsaWDHk2Yj4e0yNBIFH,Walk up Songs
Godzilla,Blue Öyster Cult,Spectres,1977,spotify:track:6N0AnkdDFZUetw8KAGHV7e,Walk up Songs
Remember the Name (feat. Styles of Beyond),"Fort Minor, Styles Of Beyond",The Rising Tied,2005-11-21,spotify:track:6ndmKwWqMozN2tcZqzCX4K,Walk up Songs
Snookered,Dan Deacon,Bromst,2009-03-24,spotify:track:6rqxDx2AyWQYgT3zuAPQVU,Walk up Songs
Gay Bar,Electric Six,Fire,2003-05-19,spotify:track:7G5xEOORkAAUhx6wjTRb26,Walk up Songs
Allumer le feu,Johnny Hallyday,Légende - Best Of 40 titres,2022-11-25,spotify:track:7lCtCMAFCpjbC5VKVxfr1b,Walk up Songs
Metalingus (Edge's WWE Theme),"It Lives, It Breathes",Metalingus (Edge's WWE Theme),2018-04-02,spotify:track:7oMA3qs18aC69Cr4k6EAyn,Walk up Songs
Legend Has It,"Run The Jewels, El-P, Killer Mike",Run The Jewels 3,2016-12-25,spotify:track:7satW8tFLasyZbftvrWFBP,Walk up Songs
Bleed American,Hot Mulligan,Bleed American,2021-07-21,spotify:track:0G7Bbj7RgnPMPyb2ONjChY,Covers
La chanson des vieux amants,Melody Gardot,Brel - Ces gens-là,2019-04-05,spotify:track:154yAcyZR87d5uBw4W7Jjm,Covers
The Sound of Silence,Disturbed,Immortalized,2015-08-21,spotify:track:1Cj2vqUwlJVG27gJrun92y,Covers
Mrs. Robinson - Remastered,The Lemonheads,It's a Shame About Ray (Expanded Edition),1992-01-01,spotify:track:1Hnv9uDIokwi4nkcVUyS0X,Covers
Hurt,Johnny Cash,American IV: The Man Comes Around,2002-01-01,spotify:track:28cnXtME493VX9NOw9cIUh,Covers
All Along the Watchtower,Jimi Hendrix,Electric Ladyland,1968-10-25,spotify:track:2aoo2jlRnM3A0NyLQqMN2f,Covers
Just a Friend 2002 - Radio Edit,Mario,Mario,2002-07-22,spotify:track:2cxbxpHrND6i4uvUGVvC9J,Covers
Separate Ways (Worlds Apart),A Skylit Drive,Punk Goes Classic Rock,2010-04-27,spotify:track:2nSxwKVxaFk6TJ6ijiWKAp,Covers
DO 4 LOVE,Snoh Aalegra,Spotify Singles,2021-10-29,spotify:track:3FImu2LpSuH6gDHBuFgIbS,Covers
Mad World,"Gary Jules, Michael Andrews",Trading Snakeoil for Wolftickets,2001-01-01,spotify:track:3JOVTQ5h8HGFnDdp4VT3MP,Covers
Over the Rainbow,Israel Kamakawiwo'ole,Alone In Iz World,2001-09-25,spotify:track:3oQomOPRNQ5NVFUmLJHbAV,Covers
My Way,Frank Sinatra,My Way (Expanded Edition),1969-03,spotify:track:3spdoTYpuCpmq19tuD0bOe,Covers
God Bless America,"Charles Bradley, Menahan Street Band, the Gospel Queens",Changes,2016-04-01,spotify:track:41Od0k8dsUKEyZZLmVPEul,Covers
Hellfire,Jonathan Young,VILLAINS,2019-01-01,spotify:track:4Ajar7wvwmo0GabVdZnmrF,Covers
Prototype,DRAM,Prototype,2018-08-17,spotify:track:4DuGrfVFyg9q0oBkcjjGo8,Covers
I Will Always Love You,Whitney Houston,The Bodyguard - Original Soundtrack Album,1992-11-17,spotify:track:4eHbdreAnSOrDDsFfc4Fpm,Covers
Never Let You Go,"RAC, Matthew Koma, Hilary Duff",Never Let You Go,2020-02-12,spotify:track:4ioTh5Nrk0Vp8X3u1tHhob,Covers
How I Could Just Kill a Man,Rage Against The Machine,Renegades,2000-12-05,spotify:track:4K1DB7EedHPuVnhVrnvf2U,Covers
Beat It,"Fall Out Boy, John Mayer",Believers Never Die - Greatest Hits,2009-01-01,spotify:track:4OMsAnt8JSBctSJQIMNAy1,Covers
Sweet Dreams Seven Nation Army Mashup,"Pomplamoose, Sarah Dugas",Sweet Dreams Seven Nation Army Mashup,2019-09-19,spotify:track:4qLaxJOMGv9DyxuayDw60n,Covers
Hotel California (Spanish Mix),Gipsy Kings,!Volare! The Very Best of the Gipsy Kings,2000-09-05,spotify:track:4Rvhe8O90hFIExTJkdrRPM,Covers
I Will Survive,CAKE,Fashion Nugget,1996-09-17,spotify:track:4THrHKyBL0yaDDw9yg37Zk,Covers
Girls Just Want to Have Fun,Cyndi Lauper,She's So Unusual,1983-10-14,spotify:track:4y1LsJpmMti1PfRQV9AWWe,Covers
Chemtrails Over The Country Club - triple j Like A Version,Hayley Mary,Chemtrails Over The Country Club (triple j Like A Version),2021-03-26,spotify:track:54HGjwjSYzZKHYxIMcix7X,Covers
Tainted Love,Soft Cell,Non-Stop Erotic Cabaret,1981,spotify:track:58E1XVmZTODC67YNjneuXM,Covers
Fireflies - triple j Like A Version,Great Gable,Fireflies (triple j Like A Version),2022-07-01,spotify:track:6lor0TrU7UtjUerVWQkeoI,Covers
Believe (triple j Like A Version) - Cover Version,DMA'S,Believe (triple j Like A Version) [Cover Version],2017-04-24,spotify:track:76aAaIv5bS8HQJVJ1cc8Ge,Covers
House Of The Rising Sun,The Animals,The Animals,1964-01-01,spotify:track:7BY005dacJkbO6EPiOh2wb,Covers
Particle,Pyramaze,Epitaph,2020-11-13,spotify:track:05YHbhEwlMM9xL4MlG8o2o,Recent Favs
Promises,Justin Park,I Can See The Stars From Here,2022-05-13,spotify:track:0F2c3dLuOXM6Pcc95wXHmk,Recent Favs
This Year,The Mountain Goats,The Sunset Tree,2005-04-25,spotify:track:0s9aeZriwqyBYfxFzsd20R,Recent Favs
When It Lands,Rainbow Kitten Surprise,"How to: Friend, Love, Freefall",2018-04-06,spotify:track:16ro1is6DmDKkarlJMBbzV,Recent Favs
Still Have Room,Hockey Dad,Still Have Room,2023-10-30,spotify:track:1CqISEsTc9TDUDyfAtJNmc,Recent Favs
A Planet Called Lies,RILTIM,A Planet Called Lies,2022-11-29,spotify:track:1V5UGgTRzDkCgSBqQMUZoE,Recent Favs
Ecstasy,This Is Shit,/// (Deluxe),2021-05-21,spotify:track:1VTgLfh74ClrsJiYW7rcFs,Recent Favs
Decode,Paramore,Decode,2008-11-04,spotify:track:1ZLtE9tSJdaUiIJ9YoKHQe,Recent Favs
Op Shop Lover,"grentperez, Lime Cordiale",Op Shop Lover,2023-09-28,spotify:track:1zXLuKyLq6GW4aueTHs3Bq,Recent Favs
MISERY,Written by Wolves,BURN,2023-11-01,spotify:track:26amk0JMRV1Iun3DOkdefv,Recent Favs
Bad Boy!,Bella Poarch,Bad Boy!,2023-11-10,spotify:track:2RlinrCj73yZ731f2zerOq,Recent Favs
Under The Same Sky,City of the Sun,City of the Sun,2020-06-26,spotify:track:2t7JWNbwOGzKn2GByRaxzL,Recent Favs
Little Numbers,BOY,Mutual Friends (Bonus Track Version),2013-02-26,spotify:track:32UKzfkSMoFSHfcd20l4PW,Recent Favs
I Used To Be Fun,Teen Jesus and the Jean Teasers,I Love You,2023-10-06,spotify:track:3cn3g1pvplVckm1vWtDMVf,Recent Favs
My Love Mine All Mine,Mitski,The Land Is Inhospitable and So Are We,2023-09-15,spotify:track:3vkCueOmm7xQDoJ17W1Pm3,Recent Favs
ABC (feat. Sophia Black),"Polyphia, Sophia Black",Remember That You Will Die,2022-10-28,spotify:track:4c8TMfsKJIrRgCWs8LCEbQ,Recent Favs
Move on Up - Live,Delvon Lamarr Organ Trio,Live at KEXP!,2018-04-20,spotify:track:4ejYPzCYRkyb11nNxWWaIn,Recent Favs
Narcissist (feat. The 1975),"No Rome, The 1975",RIP Indo Hisashi,2018-08-28,spotify:track:4qjLvvBh5ZeKEPyShKRf06,Recent Favs
PANIC!!!,Paris Texas,MID AIR,2023-07-21,spotify:track:4rQctW9wwme9H2Fyq5bFMq,Recent Favs
Uninvisible,"Medeski, Martin & Wood",Uninvisible,2002-01-01,spotify:track:5Ee0wVyPuys66jaDo09eHY,Recent Favs
Luxe,"Holy Fuck, Alexis Taylor",Deleter,2020-01-17,spotify:track:5VGFmidFi9rSWpE0gi7yBv,Recent Favs
My Dead Gay Son,"Anthony Crivello, Daniel Cooney",Heathers: The Musical (World Premiere Cast Recording),2014-06-10,spotify:track:5zkR2vfAGuzLeOL7MNKYvk,Recent Favs
Quartet at the Ballet,"Christy Altomare, Derek Klena, Mary Beth Peil, Ramin Karimloo",Anastasia (Original Broadway Cast Recording),2017-06-09,spotify:track:670Te259H79f3TiiEgzd2B,Recent Favs
Low Down & Lonesome,"Sam Doores, Riley Downing, The Tumbleweeds",Holy Cross Blues,2012-10-23,spotify:track:6r86nFDoCRzlnYHDI2sRJE,Recent Favs
"Kiss Me, Son of God",They Might Be Giants,Lincoln,1988,spotify:track:6y2cLmWkuM7u5By6ElBrla,Recent Favs
Mona Lisa,Dominic Fike,Sunburn,2023-07-07,spotify:track:71DSaeKtXQaMAqnvMT7Uoc,Recent Favs
Go Do,Jónsi,Go,2010-04-02,spotify:track:06ivS38drtNuRCDIg2ww9k,Music to wake up to
Lovely Day,Bill Withers,Menagerie,1977-10-29,spotify:track:0bRXwKfigvpKZUurwqAlEh,Music to wake up to
Sunday Morning,"桑原あい, Shun Ishiwaka",Dear Family,2017-11-08,spotify:track:0HqMK0qcqlYOQXaSASz3wM,Music to wake up to
Wake Me Up Before You Go-Go,Wham!,Make It Big,1984-10-23,spotify:track:0ikz6tENMONtK6qGkOrU3c,Music to wake up to
Get Up & Get It (feat. 3lw & Felecia),"Bone Thugs-N-Harmony, 3LW, Felecia",Thug World Order,2002-10-29,spotify:track:0Li0zZaIPE6c5TMFXqbPeC,Music to wake up to
"Queen Rutela (From ""The Legend of Zelda, Twilight Princess"")",Arcade Player,"Zelda: The Legendary Themes, Vol. 4",2019-11-15,spotify:track:1k9Vec0xMGW9tl3tB9eo1f,Music to wake up to
Waking Up Easy,Lime Cordiale,Waking Up Easy,2016-09-30,spotify:track:1mupwOlwPPnX76edNnu2H1,Music to wake up to
Heat Of The Moment,Asia,Asia,1982-03-08,spotify:track:1nmZ8yqKkfooOuYvtFctDp,Music to wake up to
Get Up! (feat. Skrillex),"Korn, Skrillex",The Path of Totality (Special Edition),2011-11-30,spotify:track:25EgA1A1OZBRw25Mjyw08g,Music to wake up to
Gel Yanıma,Palmiyeler,Şeytan Odama Geldi,2021-01-21,spotify:track:2ygtsweSWT3E2d5Rc95IBd,Music to wake up to
裏切りの夕焼け,THEATRE BROOK,裏切りの夕焼け,2010-02-24,spotify:track:3CmSagHUDDSpoMhn3tqvdR,Music to wake up to
The Best Day Ever,Spongebob Squarepants,The SpongeBob SquarePants Movie-Music From The Movie and More,2004-11-09,spotify:track:3L3dVggx061Wx5y4d2L0mQ,Music to wake up to
Where Do I Begin,The Chemical Brothers,Dig Your Own Hole,1997-01-01,spotify:track:3oSEK4SrwRNkdkAXigagSb,Music to wake up to
Time,Pink Floyd,The Dark Side of the Moon,1973-03-01,spotify:track:3TO7bbrUKrOSPGRTB5MeCz,Music to wake up to
Unwritten,Natasha Bedingfield,Unwritten,2004-08-30,spotify:track:3U5JVgI2x4rDyHGObzJfNf,Music to wake up to
Missed the Boat,Modest Mouse,We Were Dead Before The Ship Even Sank,2007-03-20,spotify:track:4asjU3sDnn3002bTJIg2vZ,Music to wake up to
Perfect Day,Hoku,Perfect Day Single,2005-01-19,spotify:track:4pMyfWdA0eo3JY5RqMotbw,Music to wake up to
I Write Sins Not Tragedies,Panic! At The Disco,A Fever You Can't Sweat Out,2005-09-27,spotify:track:5cY8y2XgOfkAh4kSWLFKkz,Music to wake up to
Don't Let Them,Young Bombs,Don't Let Them,2019-05-31,spotify:track:5DcfAiJLSxOqhgatiFXy3P,Music to wake up to
Free Bird,Lynyrd Skynyrd,Pronounced' Leh-'Nerd 'Skin-'Nerd,1973-01-01,spotify:track:5EWPGh7jbTNO2wakv8LjUI,Music to wake up to
This Must Be the Place (Naive Melody) - 2005 Remaster,Talking Heads,Speaking in Tongues (Deluxe Version),1983-05-31,spotify:track:6aBUnkXuCEQQHAlTokv9or,Music to wake up to
Here Comes The Sun - Remastered 2009,The Beatles,Abbey Road (Remastered),1969-09-26,spotify:track:6dGnYIeXmHdcikdzNNDMm2,Music to wake up to
Black Skinhead,Kanye West,Yeezus,2013-06-18,spotify:track:722tgOgdIbNe3BEyLnejw4,Music to wake up to
Gotta Get Thru This - D'N'D Radio Edit,"Daniel Bedingfield, D'N'D Productions",Gotta Get Thru This,2002-01-01,spotify:track:747tpec1a0Hfqvj2za1pBs,Music to wake up to
Sweet Home Alabama,Lynyrd Skynyrd,Second Helping (Expanded Edition),1974-04-15,spotify:track:7e89621JPkKaeDSTQ3avtg,Music to wake up to
Sunday Morning,Amanaz,Africa,1975,spotify:track:7rFu5IhLj50r2tNM2d2cat,Music to wake up to
Slide,Low,I Could Live In Hope,1994-01-01,spotify:track:009fTJuFlQ5Rx37dtQBYij,Songs that make you cry
i don't know what to say,Bring Me The Horizon,amo,2019-01-25,spotify:track:013TFRzJWkT41RRSgSenfI,Songs that make you cry
Into the West,Annie Lennox,The Lord of the Rings: The Return of the King (Original Motion Picture Soundtrack),2003-11-24,spotify:track:0gSEyG7pOFuHM05433EibX,Songs that make you cry
Drugs You Do,Vernon Jane,The Ritual of Love Making,2020-05-15,spotify:track:0XJ3XRWqJ0XsqFqCAVmmPW,Songs that make you cry
Do Me a Favour,Arctic Monkeys,Favourite Worst Nightmare (Standard Version),2007-04-24,spotify:track:13NCxLOlvQ4Tnexgfp03Gs,Songs that make you cry
Surf,Mac Miller,Circles,2020-01-17,spotify:track:1kwnxJNVl7cwcU98RvMBaR,Songs that make you cry
Fade Into You,Mazzy Star,So Tonight That I Might See,1993-10-05,spotify:track:1LzNfuep1bnAUR9skqdHCK,Songs that make you cry
Blue,Mai Yamane,COWBOY BEBOP (Original Motion Picture Soundtrack 3 - Blue),1999-05-01,spotify:track:1y8cNFVQOzeAGMESmmnGnt,Songs that make you cry
What A Wonderful World,Louis Armstrong,What A Wonderful World,1968-01-01,spotify:track:29U7stRjqHU6rMiS8BfaI9,Songs that make you cry
Shelter,"Porter Robinson, Madeon",Shelter,2016-08-12,spotify:track:2CgOd0Lj5MuvOqzqdaAXtS,Songs that make you cry
Do You Realize??,The Flaming Lips,Yoshimi Battles the Pink Robots,2002-05-13,spotify:track:2DFRFqWNahKtFD112H2iEZ,Songs that make you cry
Fade In / Fade Out,NOTHING MORE,The Stories We Tell Ourselves,2017-09-15,spotify:track:3HYs3wvhafGbyoGtLspEzr,Songs that make you cry
One More Light,Linkin Park,One More Light,2017-05-19,spotify:track:3xXBsjrbG1xQIm1xv1cKOt,Songs that make you cry
My Hero,Foo Fighters,The Colour And The Shape,1997-05-20,spotify:track:4dVbhS6OiYvFikshyaQaCN,Songs that make you cry
You Raise Me Up,Josh Groban,Closer,2003-11-11,spotify:track:4TbNLKRLKlxZDlS0pu7Lsy,Songs that make you cry
Here With Me,d4vd,Petals to Thorns,2023-05-26,spotify:track:5LrN7yUQAzvthd4QujgPFr,Songs that make you cry
Pepper,Death Cab for Cutie,Asphalt Meadows,2022-09-16,spotify:track:5p0bEz7DNsULez2X9yrNGa,Songs that make you cry
It Kills Me To Have To Be Alive,The Smith Street Band,More Scared Of You Than You Are Of Me,2017-04-07,spotify:track:5ROIZj7uBAlrZW4MPWvxHy,Songs that make you cry
"Oh, Miles","Lane 8, Julia Church","Oh, Miles",2021-01-14,spotify:track:61Hn9ssQkVEWq4ZmPwHyzd,Songs that make you cry
Call Me Call Me,Steve Conte,COWBOY BEBOP (Original Motion Picture Soundtrack 3 - Blue),1999-05-01,spotify:track:63FSxvYjpbbhNvYK83aCBD,Songs that make you cry
"Moonlit Night (From ""Death Parade"")",Thomas Stapleton,"Moonlit Night (From ""Death Parade"")",2020-10-31,spotify:track:676nATSHHupZm7HuWtTL5s,Songs that make you cry
I'm Not Okay,Citizen Soldier,Down the Rabbit Hole,2020-11-20,spotify:track:6A3d5JdnSmW7EVmil842LP,Songs that make you cry
True Love Will Find You in the End,Daniel Johnston,1990,1990-01-01,spotify:track:6fEjOPaZoxQl3oha9GDJAN,Songs that make you cry
Million Questions,Patrick Jørgensen,Million Questions,2015-08-21,spotify:track:6r8il6QJeBaNWV4kSAWV2t,Songs that make you cry
Scorpion Hill,PUP,Morbid Stuff,2019-04-05,spotify:track:6V81AXrBjlatmtziFShiaq,Songs that make you cry
Fix You,Coldplay,X&Y,2005-06-07,spotify:track:7LVHVU3tWfcxj5aiPFEW4Q,Songs that make you cry
Golden Slumbers - Remastered 2009,The Beatles,Abbey Road (Remastered),1969-09-26,spotify:track:01SfTM5nfCou5gQL70r6gs,Sub 2 minute Bangers
Funny Thing,Thundercat,It Is What It Is,2020-04-03,spotify:track:1c5CllrZr45UBhWpIqM332,Sub 2 minute Bangers
"Oh, Heaven Isn't Real",David Karsten Daniels,Fear of Flying,2008-04-27,spotify:track:1nEj6XBakmYmHLa8gF8CAX,Sub 2 minute Bangers
Lazing On A Sunday Afternoon - Remastered 2011,Queen,Queen 40 Limited Edition Collector's Box Set,2011-01-01,spotify:track:1peXKiNfwvlQYG3VD1oBT7,Sub 2 minute Bangers
Particle Man,They Might Be Giants,Flood,1990-01-02,spotify:track:1WFCIkoc4PaN7L7SmiI85i,Sub 2 minute Bangers
Fell In Love With a Girl,The White Stripes,White Blood Cells,2001-07-03,spotify:track:21Qsj3cMVCx2xF2EVVNbEu,Sub 2 minute Bangers
Follow God,Kanye West,JESUS IS KING,2019-10-25,spotify:track:2QpGZOhTCHHiKmpSO9FW4h,Sub 2 minute Bangers
Solo (Reprise),Frank Ocean,Blonde,2016-08-20,spotify:track:2qtoRFCOEL1gRn5q9DJC7F,Sub 2 minute Bangers
Dio,Tenacious D,Tenacious D,2001-09-25,spotify:track:2zG2E6xxFdCRseX5fi3Hmr,Sub 2 minute Bangers
feel good,Tierra Whack,feel good,2020-11-18,spotify:track:3PHb2qON0JqgPfejc1vise,Sub 2 minute Bangers
Heat Waves,Glass Animals,Dreamland,2020-08-07,spotify:track:3USxtqRwSYz57Ewm6wWRMp,Sub 2 minute Bangers
Your Turn to Roll (Critical Role Theme),"Ashley Johnson, Laura Bailey, Sam Riegel",Your Turn to Roll (Critical Role Theme),2018-12-06,spotify:track:40N0Mpxe9gPmyxVQ5Zt0Mu,Sub 2 minute Bangers
Sirius,The Alan Parsons Project,Eye In The Sky (Expanded Edition),1982,spotify:track:4OV0sRTFrZLXaZZ1sS9hLn,Sub 2 minute Bangers
Rudolph The Red Nose Reindeer - Recorded at Spotify Studios,DMX,Rudolph The Red Nose Reindeer (Recorded at Spotify Studios),2020-11-30,spotify:track:53is1DHKuBWeh4Jx9ISKZp,Sub 2 minute Bangers
Grant Wasserstien,Frat Mouse,Rat Pack,2020-01-05,spotify:track:5MNIlRGjakTNuYjjOGWEYK,Sub 2 minute Bangers
Ready or Not Here I Come (Can't Hide from Love),The Delfonics,The Sound Of Sexy Soul,1969,spotify:track:5RnlUyTKgmd7V6tXdQcKVK,Sub 2 minute Bangers
zombie pop,DPR IAN,DPR ARCHIVES,2020-06-18,spotify:track:5zhMMVw097YOSvT0oDGgDV,Sub 2 minute Bangers
Prelude 12/21,AFI,DECEMBERUNDERGROUND,2006-06-06,spotify:track:6hxa24dKfCoe1EA6g0RHNw,Sub 2 minute Bangers
Cold War,The Morning Benders,Big Echo,2010-06-28,spotify:track:6IViFrpwu62Ly214zsyrdY,Sub 2 minute Bangers
Paris,$uicideboy$,Now the Moon's Rising,2015-11-20,spotify:track:6tO5bxNnMuh1c3cziSpecA,Sub 2 minute Bangers
E.N.D. - ENDIT,Scarra,Combining Forces - Chapter 2,2021-12-17,spotify:track:6Wc6p0xYscMnaQehJpLBSD,Sub 2 minute Bangers
Halfway,Magdalena Bay,Mercurial World,2021-10-08,spotify:track:79u2tjJXZwlIhOUEnjC5YZ,Sub 2 minute Bangers
Ceux qui rêvent,Pomme,À peu près,2017-10-06,spotify:track:7as88HhLbDLgobaSbJrVBs,Sub 2 minute Bangers
I've Been Drunk In Every Pub In Brisbane,The Chats,Get Fucked,2022-08-19,spotify:track:7Do1J8qmhM94tNSwD3ejxR,Sub 2 minute Bangers
Ganges a Go-Go,Dan The Automator,"Bombay The Hard Way- Guns, Cars, & Sitars",1999-03-23,spotify:track:7EJCPxhVcTrwzGqBLuTLJG,Sub 2 minute Bangers
Pin,Yeah Yeah Yeahs,Fever To Tell,2003-04-29,spotify:track:7JJSLbkldvSxxmvM9JLOt0,Sub 2 minute Bangers
A Bitch Iz A Bitch,N.W.A.,Express Yourself,1989-03-27,spotify:track:09b84uwrksszAvJwM6J28L,Problematic Artists
Love The Way You Lie,"Eminem, Rihanna",Recovery,2010-06-18,spotify:track:15JINEqzVMv3SvJTAXAKED,Problematic Artists
Kick On,Sticky Fingers,Yours to Keep,2019-02-08,spotify:track:1iEE4dBB4BPwQe8RILO7qG,Problematic Artists
Gold Digger,"Kanye West, Jamie Foxx",Late Registration,2005-08-30,spotify:track:1PS1QMdUqOal0ai3Gt7sDQ,Problematic Artists
Year Zero,Ghost,Infestissumam (Deluxe Version),2013-01-01,spotify:track:1YBf7Tq9bpcVwvnlP8YbQS,Problematic Artists
There Is Power in a Union,Billy Bragg,Talking with the Taxman About Poetry,1986,spotify:track:23ZMCzhyAclr3CslulKe39,Problematic Artists
Smooth Criminal - 2012 Remaster,Michael Jackson,Bad 25th Anniversary,2012-09-18,spotify:track:2bCQHF9gdG5BNDVuEIEnNk,Problematic Artists
Deutschland,Rammstein,Rammstein,2019-05-17,spotify:track:2bPGTMB5sFfFYQ2YvSmup0,Problematic Artists
Stranglehold,Ted Nugent,Ted Nugent,1975,spotify:track:2f0P7iELCvAlV8j6Z3rGDE,Problematic Artists
Say It,Tory Lanez,I Told You,2016-08-19,spotify:track:2Gyc6e2cLxA5hoX1NOvYnU,Problematic Artists
Trapped In the Closet Chapter 9,R. Kelly,Trapped In The Closet (Chapters 1-12) [Explicit],2005-11-08,spotify:track:2ihCkniLw6njrQijAGpV9g,Problematic Artists
Layla,Derek & The Dominos,Layla And Other Assorted Love Songs (Remastered 2010),1970-11-01,spotify:track:2kkvB3RNRzwjFdGhaUA0tz,Problematic Artists
My Ding-A-Ling,Chuck Berry,Have Mercy - His Complete Chess Recordings 1969 - 1974,2010-01-01,spotify:track:2L8mIvM1OwkJyGb3WwDFT3,Problematic Artists
Man in the Mirror,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",1995-06-16,spotify:track:2u2udGmop1z67EPpr91km7,Problematic Artists
Say So,Doja Cat,Hot Pink,2019-11-07,spotify:track:3Dv1eDb0MEgF93GpLXlucZ,Problematic Artists
Forever,Chris Brown,Forever,2008-04-29,spotify:track:3NZJlJemX3mzjf56MqC5ML,Problematic Artists
Californication,Red Hot Chili Peppers,Californication (Deluxe Edition),1999-06-08,spotify:track:48UPSzbZjgc449aqz8bxox,Problematic Artists
Through The Wire,Kanye West,The College Dropout,2004-02-10,spotify:track:4mmkhcEm1Ljy1U9nwtsxUo,Problematic Artists
Lights - Bassnectar Remix - Bonus Track,"Ellie Goulding, Bassnectar",Lights,2011-01-01,spotify:track:4qxUFzBKlmP98kIRKFszju,Problematic Artists
Ignition - Remix,R. Kelly,Chocolate Factory,2003,spotify:track:5dNfHmqgr128gMY2tc5CeJ,Problematic Artists
The Drug In Me Is Reimagined,Falling In Reverse,The Drug In Me Is Reimagined,2020-02-13,spotify:track:5GIWP2q6p92lFA10KUuL0z,Problematic Artists
Suicide social,Orelsan,Le chant des sirènes,2011-09-26,spotify:track:5IZGqvPLERJ4BOHAmLrRoy,Problematic Artists
Beautiful Boy (Darling Boy) - Ultimate Mix,John Lennon,GIMME SOME TRUTH. (Deluxe),2020-10-09,spotify:track:5Sonv4VmN362mdHGCY4wyZ,Problematic Artists
Flashing Lights,"Kanye West, Dwele",Graduation,2007-09-11,spotify:track:5TRPicyLGbAF2LGBFbHGvO,Problematic Artists
L'homme pressé,Noir Désir,666.667 Club,1996-01-01,spotify:track:637T4loKlXPwfUdQVZjPTV,Problematic Artists
Rich Men North of Richmond,Oliver Anthony Music,Rich Men North of Richmond,2023-08-11,spotify:track:78Du4CMFgnhdlG33gblkiP,Problematic Artists
"30,000 Feet",Ben Rector,Brand New,2015-08-28,spotify:track:0KF5nzdiqZlxVK68MPITst,Sell me on an album
Raise Your Banner,"Within Temptation, Anders Friden",Resist (Extended Deluxe),2019-02-01,spotify:track:0lNhWQBiA483reJSVovSWF,Sell me on an album
This Year,The Mountain Goats,The Sunset Tree,2005-04-25,spotify:track:0s9aeZriwqyBYfxFzsd20R,Sell me on an album
Hey Wanhaka,King Stingray,King Stingray,2022-08-05,spotify:track:15LLZBltYNuDnscTXjElTh,Sell me on an album
Auntie Diaries,Kendrick Lamar,Mr. Morale & The Big Steppers,2022-05-13,spotify:track:19Fg3WrTfo35Ji3PtfZE6J,Sell me on an album
Over The River Charlie,Kacy & Clayton,Strange Country,2016-05-06,spotify:track:1jDkUogzsola0nUtOLt4qr,Sell me on an album
Badfish,Sublime,40oz. To Freedom,1992-06-01,spotify:track:2fXLhLA7cPYEmQ1NbeAtBD,Sell me on an album
The Men That Drive Me Places,Ben Rector,Brand New,2015-08-28,spotify:track:3APS8tcJbI9zftvAziDmQz,Sell me on an album
TAOS,Menomena,Mines,2010,spotify:track:3vbXPad6NWHzI05h5dymc5,Sell me on an album
Paprika,Japanese Breakfast,Jubilee,2021-06-04,spotify:track:3zyqphgXvgHe436IMKeey3,Sell me on an album
Brunswick Stew,Kacy & Clayton,Strange Country,2016-05-06,spotify:track:4ix55gFGJIe9LAKala9BXQ,Sell me on an album
Dance Music,The Mountain Goats,The Sunset Tree,2005-04-25,spotify:track:4mn30l2lxnohEGT3goNzUR,Sell me on an album
1 0 0 . m i l ‘ (with Bas),"J. Cole, Bas",The Off-Season,2021-05-14,spotify:track:4n6NDfYake476trCjJRNl0,Sell me on an album
